epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.6644841432571411,1.2358015775680542,0.001,0.8298085927963257,0.5363954901695251,0.6920987367630005,1.0853487253189087,0.7987943887710571,0.6053086519241333
1,0.7155489325523376,1.0835431814193726,0.001,0.8355749249458313,0.6200330853462219,0.7632716298103333,0.9324415326118469,0.8631054162979126,0.6841975450515747
2,0.7297089695930481,1.0529730319976807,0.001,0.8428893685340881,0.6420899629592896,0.798487663269043,0.8188927173614502,0.8881644010543823,0.723086416721344
3,0.7389814853668213,1.0251470804214478,0.001,0.8458362221717834,0.654365062713623,0.7975925803184509,0.817258894443512,0.8867114186286926,0.7261728644371033
4,0.738366425037384,1.0291175842285156,0.001,0.8469328284263611,0.6526983976364136,0.3410493731498718,7.02139139175415,0.37362247705459595,0.3243827223777771
5,0.7364881038665771,1.0353724956512451,0.001,0.8450035452842712,0.6472883820533752,0.7967592477798462,0.8473968505859375,0.893821656703949,0.7170987725257874
6,0.7386574149131775,1.0219765901565552,0.001,0.8503499627113342,0.6516931056976318,0.7704629898071289,0.9142708778381348,0.8643307685852051,0.7019752860069275
7,0.7642063498497009,0.9172913432121277,0.0005,0.8590664863586426,0.6894576549530029,0.6912654042243958,1.2601758241653442,0.7671747207641602,0.6431481242179871
